Label,Trial_ID,Time,S0,S1,S2,S3,S4
smart_phone,6,11.25,2989971.08,3371504.55,8959596.46,10594361.18,11467433.12
smart_phone,6,11.3,2969937.1,3392161.68,8963086.62,10601369.62,11461883.11
smart_phone,6,11.35,2971108.5,3368120.63,8956582.99,10602351.97,11530165.75
smart_phone,6,11.4,2970530.13,3368171.16,8899020.62,10595057.04,11448657.32
smart_phone,6,11.45,2984795.1,3390510.87,8958727.14,10596274.65,11462830.63
smart_phone,6,11.5,2968620.96,3392585.91,8947225.19,10653975.17,11468220.03
smart_phone,6,11.55,2984436.29,3392226.52,8907771.1,10658202.98,11539587.83
smart_phone,6,11.6,2985167.54,3393610.41,8897651.05,10600526.71,11536882.0
smart_phone,6,11.65,2968014.95,3390415.96,8907647.34,10606340.69,11449331.47
smart_phone,6,11.7,2969215.39,3368915.38,8904848.05,10665467.26,11535317.81
smart_phone,6,11.75,2988036.03,3392728.0,8905569.18,10610550.56,11534945.28
smart_phone,6,11.8,2988246.61,3387605.34,8901589.15,10606489.39,11527131.31
smart_phone,6,11.85,2972053.87,3389726.03,8900160.47,10597109.35,11451747.84
smart_phone,6,11.9,2987253.76,3390378.12,8906647.37,10591402.64,11539187.08
smart_phone,6,11.95,2971407.6,3370594.63,8906603.11,10669708.53,11454409.18
smart_phone,7,12.0,2968430.13,3368131.7,8854279.51,10712421.33,11391692.31
smart_phone,7,12.05,2967966.12,3387633.98,8852314.18,10652836.24,11391937.32
smart_phone,7,12.1,2987334.79,3389504.92,8907317.32,10656977.7,11450820.66
smart_phone,7,12.15,2970568.36,3367150.45,8920049.92,10719532.24,11397438.62
smart_phone,7,12.2,2985327.87,3365582.13,8858610.33,10657828.4,11383324.63
smart_phone,7,12.25,2984387.35,3364628.38,8916309.64,10664985.1,11390698.77
smart_phone,7,12.3,2966543.57,3366047.99,8915778.11,10666620.1,11447953.31
smart_phone,7,12.35,2965745.75,3386039.31,8910687.76,10655988.74,11460736.73
smart_phone,7,12.4,2983341.33,3363927.03,8919830.37,10729260.88,11453248.03
smart_phone,7,12.45,2985002.08,3368794.13,8868648.3,10655592.17,11382266.18
smart_phone,7,12.5,2987677.75,3387231.75,8864183.12,10668308.37,11379906.91
smart_phone,7,12.55,2966905.71,3368679.74,8912669.45,10722200.93,11452390.77
smart_phone,7,12.6,2970243.93,3366308.26,8919526.12,10661740.45,11398579.79
smart_phone,7,12.65,2986119.64,3363653.39,8862781.04,10730455.36,11448661.88
smart_phone,7,12.7,2987507.38,3387021.49,8917875.73,10651049.84,11397636.34
